Molecule,Name
ENSMUSG00000111962,Gm20110
ENSMUSG00000024660,Incenp
ENSMUSG00000104332,Gm38283
ENSMUSG00000112503,Gm18409
ENSMUSG00000043015,Nemp2
ENSMUSG00000112810,Gm35101
ENSMUSG00000113032,Gm47578
ENSMUSG00000046934,Csl
ENSMUSG00000112304,Gm35206
ENSMUSG00000112463,Gm47579
ENSMUSG00000048701,Ccdc6
ENSMUSG00000109180,Gm44654
ENSMUSG00000034345,Gtf2h5
ENSMUSG00000063305,Psg20
ENSMUSG00000034224,Slc38a8
ENSMUSG00000109571,Gm44655
ENSMUSG00000046431,Or10a3
ENSMUSG00000110914,Gm48611
ENSMUSG00000110747,Gm35657
ENSMUSG00000111337,Gm6885
ENSMUSG00000032356,Rasgrf1
ENSMUSG00000047407,Tgif1
ENSMUSG00000108882,Gm44563
ENSMUSG00000066239,Or10a3n
ENSMUSG00000049709,Nlrp10
ENSMUSG00000027483,Bpifa1
ENSMUSG00000069913,Anp32-ps
ENSMUSG00000083471,Gm12118
ENSMUSG00000020159,Gabrp
ENSMUSG00000065647,Gm25896
ENSMUSG00000041079,Rwdd2b
ENSMUSG00000044903,Psg22
ENSMUSG00000019933,Mrln
ENSMUSG00000031605,Klhl2
ENSMUSG00000025616,Usp16
ENSMUSG00000037762,Slc16a9
ENSMUSG00000027484,Bpifa5
ENSMUSG00000073052,D130052B06Rik
ENSMUSG00000020802,Ube2o
ENSMUSG00000109292,Gm44564
ENSMUSG00000108835,Gm44566
ENSMUSG00000109023,Gm44565
ENSMUSG00000031029,Eif3f
ENSMUSG00000089835,Gm7097
ENSMUSG00000052426,Gm9877
ENSMUSG00000063145,Bbs5
ENSMUSG00000112676,Gm20108
ENSMUSG00000112884,Gm47946
ENSMUSG00000025404,R3hdm2
ENSMUSG00000088990,Gm22767
ENSMUSG00000028879,Stx12
ENSMUSG00000103630,Gm37242
ENSMUSG00000038733,Wdr26
ENSMUSG00000080468,Mir1195
ENSMUSG00000036636,Clcn7
ENSMUSG00000119516,Gm24464
ENSMUSG00000109234,Gm44561
ENSMUSG00000109116,Sycp1-ps1
ENSMUSG00000002205,Vrk3
ENSMUSG00000089079,Gm24503
ENSMUSG00000103012,Gm37548
ENSMUSG00000102614,Gm37843
ENSMUSG00000103652,Gm37209
ENSMUSG00000106417,Gm42628
ENSMUSG00000045609,Gm5455
ENSMUSG00000114370,Gm46411
ENSMUSG00000105166,Gm42629
ENSMUSG00000109879,Gm10997
ENSMUSG00000105278,Gm42630
ENSMUSG00000046006,Gapt
ENSMUSG00000109854,Gm45345
ENSMUSG00000102067,Gm29230
ENSMUSG00000109613,Gm45405
ENSMUSG00002075320,Gm55331
ENSMUSG00000110157,Gm32507
ENSMUSG00000105712,Pou5f1-rs4
ENSMUSG00000110378,Gm45242
ENSMUSG00000103464,Gm38246
ENSMUSG00000106258,Rpl7a-ps7
ENSMUSG00000036902,Neto2
ENSMUSG00000023087,Noct
ENSMUSG00000021481,Zfp346
ENSMUSG00000014195,Dnajc7
ENSMUSG00000103313,Gm38357
ENSMUSG00000041220,Elovl6
ENSMUSG00000065852,Gm22353
ENSMUSG00000115680,Gm35167
ENSMUSG00000118325,Gm50324
ENSMUSG00000083816,Gm13033
ENSMUSG00002075984,Gm54998
ENSMUSG00000118008,Gm36913
ENSMUSG00000061923,Odf1
ENSMUSG00000118065,Gm50343
ENSMUSG00000115525,Gm5213
ENSMUSG00002075169,Gm54780
ENSMUSG00000118183,Gm50345
ENSMUSG00000028943,Espn
ENSMUSG00000115307,Gm49313
ENSMUSG00000118123,Gm50346
ENSMUSG00002075791,Gm55290
ENSMUSG00000100060,Gm17944
ENSMUSG00000024661,Fth1
ENSMUSG00000115057,Gm8705
ENSMUSG00000111308,Gm48710
ENSMUSG00000115437,Gm49314
ENSMUSG00000037465,Klf10
ENSMUSG00000036912,Piwil4
ENSMUSG00000025613,Cct8
ENSMUSG00000016510,Mtif3
ENSMUSG00000106092,Gm43072
ENSMUSG00000041977,Arhgef11
ENSMUSG00000033016,Nfatc1
ENSMUSG00000113229,Gm18442
ENSMUSG00000113933,Gm34611
ENSMUSG00000113108,Gm47832
ENSMUSG00000113092,Gm34662
ENSMUSG00000098388,Mir8109
ENSMUSG00000031703,Itfg1
ENSMUSG00000075307,Klhl41
ENSMUSG00000113266,Gm19563
ENSMUSG00000113272,Gm34809
ENSMUSG00000113896,Gm18591
ENSMUSG00000114079,Gm47855
ENSMUSG00000077700,Gm24069
ENSMUSG00000037418,Best1
ENSMUSG00000113343,Gm34923
ENSMUSG00000113384,Gm47859
ENSMUSG00000077269,Gm24434
ENSMUSG00000113277,Gm18116
ENSMUSG00000099221,Mir6371
ENSMUSG00000088627,Gm23035
ENSMUSG00000113761,Gm4263
ENSMUSG00000089069,Gm22840
ENSMUSG00000107545,Gm44307
ENSMUSG00000107435,Gm19908
ENSMUSG00000113874,Gm47868
ENSMUSG00000107616,Gm7825
ENSMUSG00000114147,Gm18939
ENSMUSG00000107781,Gm44315
ENSMUSG00000115456,Gm35248
ENSMUSG00000029828,4921507P07Rik
ENSMUSG00000115405,Gm41307
ENSMUSG00000115009,G930009F23Rik
ENSMUSG00000047446,Arl4a
ENSMUSG00000064210,Ano6
ENSMUSG00000027485,Bpifb1
ENSMUSG00000086315,Arl4aos
ENSMUSG00000025188,Hps1
ENSMUSG00000033623,Pcgf3
ENSMUSG00000021098,4930447C04Rik
ENSMUSG00000114481,Gm46415
ENSMUSG00000091768,Gm17617
ENSMUSG00000031835,Mbtps1
ENSMUSG00000021701,Plk2
ENSMUSG00000107447,Gm44054
ENSMUSG00000107418,Gm4782
ENSMUSG00000109227,Gm29791
ENSMUSG00000108135,Gm8035
ENSMUSG00000004542,Psg19
ENSMUSG00000029552,Tes
ENSMUSG00000032312,Csk
ENSMUSG00000109490,Gm19126
ENSMUSG00000004540,Psg17
ENSMUSG00000087505,Gm15241
ENSMUSG00000031150,Ccdc120
ENSMUSG00000108471,Gm18855
ENSMUSG00000038539,Atf5
ENSMUSG00000038572,Bpifb5
ENSMUSG00000003721,Insig2
ENSMUSG00000021427,Ssr1
ENSMUSG00000107821,Gm8038
ENSMUSG00000108016,Gm8039
ENSMUSG00000107740,Gm18765
ENSMUSG00000029831,Npvf
ENSMUSG00000060730,Gm10086
ENSMUSG00000016520,Lnx2
ENSMUSG00000078671,Chd2
ENSMUSG00000107672,Gm3017
ENSMUSG00000085264,Gm15581
ENSMUSG00000025521,Tmem192
ENSMUSG00000107667,C530044C16Rik
ENSMUSG00000025780,Itih5
ENSMUSG00000107978,Gm44109
ENSMUSG00000107993,G930045G22Rik
ENSMUSG00000021099,Six6
ENSMUSG00000118645,Gm55062
ENSMUSG00000107488,Gm31579
ENSMUSG00000000058,Cav2
ENSMUSG00000077579,Gm24891
ENSMUSG00000090753,Rpl31-ps4
ENSMUSG00000082617,Smt3h2-ps
ENSMUSG00000031434,Morc4
ENSMUSG00000025610,Map3k7cl
ENSMUSG00000097010,Gm26709
ENSMUSG00000102197,Gm38170
ENSMUSG00000109853,Gm33045
ENSMUSG00000051367,Six1
ENSMUSG00000033615,Cplx1
ENSMUSG00000108153,Gm44402
ENSMUSG00000065505,Mir148a
ENSMUSG00000107619,Gm32479
ENSMUSG00000064670,Gm22808
ENSMUSG00000107660,Gm6559
ENSMUSG00000025612,Bach1
ENSMUSG00000104253,Gm37174
ENSMUSG00000114775,Gm33172
ENSMUSG00000108236,0610033M10Rik
ENSMUSG00000054135,A430110L20Rik
ENSMUSG00000114587,Gm48533
ENSMUSG00000030303,Far2
ENSMUSG00000114275,Gm48534
ENSMUSG00000005320,Fgfr4
ENSMUSG00000115522,Gm49173
ENSMUSG00000101791,2210011K15Rik
ENSMUSG00000078648,Gm17546
ENSMUSG00000027086,Fastkd1
ENSMUSG00000081214,Rpl35a-ps2
ENSMUSG00000103260,Gm8146
ENSMUSG00000034460,Six4
ENSMUSG00000041439,Mfsd6
ENSMUSG00002075349,Gm54785
ENSMUSG00000115049,Gm49172
ENSMUSG00000117121,Gm49902
ENSMUSG00000117156,Gm49904
ENSMUSG00000066983,Gm16519
ENSMUSG00000078925,D030018L15Rik
ENSMUSG00000117200,Gm49905
ENSMUSG00000117079,Gm41611
ENSMUSG00000034868,Myl12b
ENSMUSG00000114312,Gm18077
ENSMUSG00000105590,Gm43364
ENSMUSG00000114626,Gm48266
ENSMUSG00000097536,2610037D02Rik
ENSMUSG00000036693,Nop14
ENSMUSG00000021741,Gm5457
ENSMUSG00000088684,Gm23994
ENSMUSG00000002565,Scin
ENSMUSG00000055972,2810407A14Rik
ENSMUSG00000114561,Gm48515
ENSMUSG00000097619,4833422M21Rik
ENSMUSG00000114421,Gm48526
ENSMUSG00000051729,Gm5087
ENSMUSG00000022935,Grik1
ENSMUSG00000037458,Azin1
ENSMUSG00000071089,Trim75
ENSMUSG00000056296,Synpr
ENSMUSG00000053490,Trim60
ENSMUSG00000109718,Trim61
ENSMUSG00000117098,Gm49909
ENSMUSG00000034377,Tulp4
ENSMUSG00000110283,Gm45249
ENSMUSG00000110226,Gm7624
ENSMUSG00002074847,Vaultrc-ps1
ENSMUSG00000036879,Phkb
ENSMUSG00000114320,Gm30839
ENSMUSG00000114307,4930526H09Rik
ENSMUSG00000114472,Gm38397
ENSMUSG00000114747,Gm48547
ENSMUSG00000114824,3110015C05Rik
ENSMUSG00000023084,Lrrc71
ENSMUSG00000055194,Actbl2
ENSMUSG00000081277,Gm15285
ENSMUSG00000082258,Gm15289
ENSMUSG00000086201,Gm6270
ENSMUSG00000044566,Cage1
ENSMUSG00000085166,Gm15522
ENSMUSG00000029642,Polr1d
ENSMUSG00000081115,Gm15913
ENSMUSG00000044772,Sntn
ENSMUSG00000100302,Gm29670
ENSMUSG00000100230,Gm28650
ENSMUSG00000026514,Cnih3
ENSMUSG00000074508,Gm10706
ENSMUSG00000091818,Rpl19-ps4
ENSMUSG00002075708,Gm54793
ENSMUSG00000114480,Gm3637
ENSMUSG00000042354,Gnl3
ENSMUSG00000032594,Ip6k1
ENSMUSG00000086748,Gm13261
ENSMUSG00000083988,Rps10-ps4
ENSMUSG00000053129,Gsx1
ENSMUSG00000067998,Bpifb9a
ENSMUSG00000029832,Nfe2l3
ENSMUSG00000077735,Gm24556
ENSMUSG00000092570,Plut
ENSMUSG00000028017,Egf
ENSMUSG00000108741,Gm44553
ENSMUSG00000071342,Lsmem1
ENSMUSG00000108319,Gm44552
ENSMUSG00000108812,C130083A15Rik
ENSMUSG00000021488,Nsd1
ENSMUSG00000108563,Gm44686
ENSMUSG00000029644,Pdx1
ENSMUSG00000109511,Nup62
ENSMUSG00000045100,Slc25a26
ENSMUSG00000020804,Aanat
ENSMUSG00000098053,Gm27033
ENSMUSG00000098687,Mir7k
ENSMUSG00000029646,Cdx2
ENSMUSG00000090387,Gm17056
ENSMUSG00000102276,2900069G24Rik
ENSMUSG00000099110,Mir6951
ENSMUSG00000021103,Mnat1
ENSMUSG00000115546,Gm49077
ENSMUSG00000089888,Gm16547
ENSMUSG00000102106,2310043O21Rik
ENSMUSG00000089927,Gm16539
ENSMUSG00000115587,Gm29697
ENSMUSG00000114975,Gm49090
ENSMUSG00000026102,Inpp1
ENSMUSG00000115491,Siah1-ps2
ENSMUSG00000051639,Fbl-ps2
ENSMUSG00000033237,Arid2
ENSMUSG00002074878,Gm55175
ENSMUSG00000058542,Gm15590
ENSMUSG00002075503,Gm55176
ENSMUSG00000095869,Ppp1r2-ps6
ENSMUSG00000031028,Tub
ENSMUSG00000059562,Ccdc154
ENSMUSG00000075543,Urad
ENSMUSG00000083732,Gm14197
ENSMUSG00000067996,Bpifb9b
ENSMUSG00000053519,Kcnip1
ENSMUSG00000106939,Gm29778
ENSMUSG00000052783,Grk4
ENSMUSG00000050625,Ccdc121rt1
ENSMUSG00000041426,Hibch
ENSMUSG00000027487,Cdk5rap1
ENSMUSG00000118265,Gm50211
ENSMUSG00000119928,Gm23910
ENSMUSG00000034442,Trmt5
ENSMUSG00000102540,Gm38134
ENSMUSG00000024566,Atp9b
ENSMUSG00000082564,Gm15586
ENSMUSG00000090235,Gm16244
ENSMUSG00000049307,Fut4
ENSMUSG00000074852,Hpse2
ENSMUSG00000090043,Gm16167
ENSMUSG00000098439,Hm629797
ENSMUSG00000031927,1700012B09Rik
ENSMUSG00000088192,Gm23904
ENSMUSG00000065737,Gm24490
ENSMUSG00000036469,Marchf1
ENSMUSG00000044712,Slc38a6
ENSMUSG00000089948,Far2os1
ENSMUSG00002074881,Gm55012
ENSMUSG00000007655,Cav1
ENSMUSG00000117880,Gm34517
ENSMUSG00000117682,Gm18379
ENSMUSG00000047509,Gm6776
ENSMUSG00000114742,Gm47936
ENSMUSG00000024663,Rab3il1
ENSMUSG00000031931,Ankrd49
ENSMUSG00000077212,Snord69
ENSMUSG00000087912,Gm24916
ENSMUSG00000077797,Snord19
ENSMUSG00000022099,Dmtn
ENSMUSG00002075367,Gm54790
ENSMUSG00000033228,Scaf11
ENSMUSG00000085240,Gm12119
ENSMUSG00000070284,Gmppb
ENSMUSG00000087328,Gm12120
ENSMUSG00000020155,Kcnmb1
ENSMUSG00000108497,Gm44738
ENSMUSG00000108311,Gm44737
ENSMUSG00000065729,Gm26176
ENSMUSG00002076959,Gm55584
ENSMUSG00000108550,Gm44736
ENSMUSG00000100101,Gm29591
ENSMUSG00000108473,Gm44739
ENSMUSG00000108337,Gm4971
ENSMUSG00000119734,Gm25021
ENSMUSG00000089802,Gm16107
ENSMUSG00000030029,Lrig1
ENSMUSG00000026339,Ccdc93
ENSMUSG00000040987,Mill2
ENSMUSG00000107246,Gm42560
ENSMUSG00000119404,Mir467g
ENSMUSG00000042817,Flt3
ENSMUSG00000114245,Percc1
ENSMUSG00000017837,Nkiras2
ENSMUSG00000067722,BC003965
ENSMUSG00000004221,Ikbkg
ENSMUSG00000114359,Gm47816
ENSMUSG00000027488,Snta1
ENSMUSG00000034789,Rab24
ENSMUSG00000024048,Myl12a
ENSMUSG00000116754,Gm33255
ENSMUSG00000116885,4930420G21Rik
ENSMUSG00000116845,Gm46546
ENSMUSG00000055811,Cldn17
ENSMUSG00000050520,Cldn8
ENSMUSG00002075346,Gm55027
ENSMUSG00000116616,Gm49688
ENSMUSG00000106120,Gm42697
ENSMUSG00000050239,Krtap24-1
ENSMUSG00000106447,Gm42957
ENSMUSG00002076486,Gm54874
ENSMUSG00000045331,2310079G19Rik
ENSMUSG00000021428,Riok1
ENSMUSG00000001627,Ifrd1
ENSMUSG00000071471,Krtap26-1
ENSMUSG00000090515,Krtap27-1
ENSMUSG00000105596,Gm42650
ENSMUSG00000064909,Gm25401
ENSMUSG00000111593,Gm48742
ENSMUSG00000116547,Gm7667
ENSMUSG00000105960,6330410L21Rik
ENSMUSG00000050704,2310061N02Rik
ENSMUSG00000116253,Gm41392
ENSMUSG00000032359,Ctsh
ENSMUSG00000116160,Gm41392
ENSMUSG00000090210,Itga10
ENSMUSG00000023169,Slc38a1
ENSMUSG00000056350,Krtap13-1
ENSMUSG00000050224,Krtap13
ENSMUSG00000042678,Myo15a
ENSMUSG00000068078,2310034C09Rik
ENSMUSG00000048830,2310057N15Rik
ENSMUSG00000061186,Sfmbt2
ENSMUSG00000108485,Idi1-ps4
ENSMUSG00002075092,Gm54875
ENSMUSG00000116388,Gm3749
ENSMUSG00000108687,Gm45007
ENSMUSG00000097228,Gm26597
ENSMUSG00000116521,Gm4111
ENSMUSG00000091890,A830073O21Rik
ENSMUSG00000116389,Gm49504
ENSMUSG00000057157,Gm6054
ENSMUSG00002075353,Gm54876
ENSMUSG00000116412,Gm49505
ENSMUSG00000107037,Gm29793
ENSMUSG00000115871,Gm49507
ENSMUSG00000048330,Ric3
ENSMUSG00000107336,Gm43461
ENSMUSG00000106891,Gm43460
ENSMUSG00000009047,Gm5965
ENSMUSG00000064763,Gm23515
ENSMUSG00000116455,Gm35974
ENSMUSG00000083905,Gm15355
ENSMUSG00000065297,Gm26123
ENSMUSG00000116528,Gm49508
ENSMUSG00000119461,Gm24205
ENSMUSG00000086156,Gm15354
ENSMUSG00000116983,4930553J12Rik
ENSMUSG00000085109,Gm15356
ENSMUSG00000049550,Clip1
ENSMUSG00000116300,Gm49509
ENSMUSG00000116636,Gm20741
ENSMUSG00000025591,Tma16
ENSMUSG00000116007,Gm4116
ENSMUSG00000088225,Gm22598
ENSMUSG00000051003,Or1f19
ENSMUSG00000074928,Krtap14
ENSMUSG00000108646,Or1f20-ps1
ENSMUSG00000108336,Or1f21-ps1
ENSMUSG00000118529,Gm52946
ENSMUSG00000038141,Tmem181a
ENSMUSG00000022931,Krtap15
ENSMUSG00000060691,Krtap19-1
ENSMUSG00000057650,Krtap19-2
ENSMUSG00000060469,Krtap19-3
ENSMUSG00000043982,Krtap19-4
ENSMUSG00000025189,Cnnm1
ENSMUSG00000051802,Krtap19-5
ENSMUSG00000048643,Krtap19-9a
ENSMUSG00000057174,Krtap19-9b
ENSMUSG00000118906,Gm25450
ENSMUSG00000030413,Pglyrp1
ENSMUSG00000096534,Krtap16-3
ENSMUSG00000116708,Gm49689
ENSMUSG00000095992,Krtap22-2
ENSMUSG00000068075,Gm10229
ENSMUSG00000058172,Krtap6-1
ENSMUSG00000110500,Gm32568
ENSMUSG00000064928,Gm22045
ENSMUSG00000022462,Slc38a2
ENSMUSG00000025519,Tktl2
ENSMUSG00000068074,Gm10228
ENSMUSG00000098531,Mir7041
ENSMUSG00000107716,Gm43997
ENSMUSG00000097943,Gm7833
ENSMUSG00000062400,Krtap6-5
ENSMUSG00000074141,Il4i1
ENSMUSG00002075533,Gm55072
ENSMUSG00000068073,1110025L11Rik
ENSMUSG00002075637,Gm55073
ENSMUSG00000085082,Gm16330
ENSMUSG00000107940,Gm44100
ENSMUSG00000108187,4930511E03Rik
ENSMUSG00000044014,Npy5r
ENSMUSG00000057855,Krtap6-3
ENSMUSG00000068071,Gm6358
ENSMUSG00000001930,Vwf
ENSMUSG00000022534,Mefv
ENSMUSG00000113425,Gm48653
ENSMUSG00000090582,Gm17024
ENSMUSG00000036437,Npy1r
ENSMUSG00000089371,Mir1938
ENSMUSG00000113582,Gm33929
ENSMUSG00000114178,Gm48656
ENSMUSG00000035983,Gm7008
ENSMUSG00000113181,Gm47954
ENSMUSG00000113099,Gm34016
ENSMUSG00000110454,Gm45911
ENSMUSG00000034435,Tmem30b
ENSMUSG00000110533,LOC665443
ENSMUSG00000014907,Naf1
ENSMUSG00000110885,Gm48739
ENSMUSG00000113800,2210039B01Rik
ENSMUSG00002075350,Gm55035
ENSMUSG00000105144,Rpl21-ps11
ENSMUSG00000111462,Gm49317
ENSMUSG00000103789,Gm10129
ENSMUSG00000038354,Ankrd35
ENSMUSG00000095638,Gm8888
ENSMUSG00000110801,Gm48736
ENSMUSG00000021486,Prelid1
ENSMUSG00000116202,Rpl10a-ps3
ENSMUSG00000093011,Mir100
ENSMUSG00000021198,Unc79
ENSMUSG00000092770,Mirlet7a-2
ENSMUSG00000111854,Gm48740
ENSMUSG00000022300,Dcaf13
ENSMUSG00000100158,Gm28119
ENSMUSG00000093354,Mir125b-1
ENSMUSG00000111107,Gm48737
ENSMUSG00000098093,Gm8707
ENSMUSG00000110727,Gm48784
ENSMUSG00000114721,Gm47938
ENSMUSG00000110862,Gm35835
ENSMUSG00000025190,Got1
ENSMUSG00000092074,Dynlt1a
ENSMUSG00000111511,6720432D03Rik
ENSMUSG00000085857,Gm15392
ENSMUSG00000083582,Gm15393
ENSMUSG00000032745,Gpbp1
ENSMUSG00000050534,Htr5b
ENSMUSG00000110981,Gm35940
ENSMUSG00000111156,Gm48814
ENSMUSG00000111726,Gm40513
ENSMUSG00000110468,Gm39185
ENSMUSG00000049313,Sorl1
ENSMUSG00000077485,Gm25275
ENSMUSG00000110583,Gm7639
ENSMUSG00000081130,Gm8217
ENSMUSG00000110512,Gm45827
ENSMUSG00000080437,Gm24274
ENSMUSG00000089380,Gm24677
ENSMUSG00000110632,Gm45880
ENSMUSG00000043629,1700019D03Rik
ENSMUSG00000074292,Gm10660
ENSMUSG00000025588,Nat1
ENSMUSG00000051147,Nat2
ENSMUSG00000118494,Gm52994
ENSMUSG00000094843,Ppp1r2-ps1
ENSMUSG00002075406,Gm54794
ENSMUSG00000098021,Gm9522
ENSMUSG00000015127,Unkl
ENSMUSG00000022464,Slc38a4
ENSMUSG00000030735,Gm9755
ENSMUSG00000056426,Nat3
ENSMUSG00000118221,Gm50194
ENSMUSG00000118308,Gm19179
ENSMUSG00000110452,Gm36247
ENSMUSG00000117991,Gm34636
ENSMUSG00000104757,Gm44391
ENSMUSG00000037174,Elf2
ENSMUSG00000092250,Gm20467
ENSMUSG00000078670,Fam174b
ENSMUSG00000044220,Nkx2-3
ENSMUSG00000030465,Psd3
ENSMUSG00002074883,Gm55018
ENSMUSG00000118236,Gm34922
ENSMUSG00000059113,Gm10061
ENSMUSG00000040414,Slc25a28
ENSMUSG00000026100,Mstn
ENSMUSG00000095834,Tdgf1-ps1
ENSMUSG00000044227,Gm9789
ENSMUSG00000068068,Gm7735
ENSMUSG00000068067,1110057P08Rik
ENSMUSG00000108412,Gm45005
ENSMUSG00000022529,Zfp263
ENSMUSG00000036111,Lmo1
ENSMUSG00000024664,Fads3
ENSMUSG00000047369,Dnah14
ENSMUSG00000086360,Gm16214
ENSMUSG00000109107,Gm44781
ENSMUSG00000111767,4930546K05Rik
ENSMUSG00000109001,Gm45024
ENSMUSG00000074067,Gm10619
ENSMUSG00000032018,Sc5d
ENSMUSG00000115961,Gm41409
ENSMUSG00000118410,Gm54882
ENSMUSG00000108548,Gm45006
ENSMUSG00000108448,Gm21269
ENSMUSG00000059043,Or2c1
ENSMUSG00000105381,Mir7234
ENSMUSG00000025789,St8sia2
ENSMUSG00000054939,Zfp174
ENSMUSG00000116812,Gm2792
ENSMUSG00000116921,Gm17879
ENSMUSG00000039789,Zfp597
ENSMUSG00000116719,Gm29719
ENSMUSG00002076942,Gm55686
ENSMUSG00002075140,Gm55687
ENSMUSG00000092793,Mir466m
ENSMUSG00000077972,Mir466f-1
ENSMUSG00000116992,Gm29719
ENSMUSG00000077038,Mir669f
ENSMUSG00000080653,Mir669e
ENSMUSG00000076126,Mir669b
ENSMUSG00002075055,Gm55689
ENSMUSG00000077834,Mir669d
ENSMUSG00000077998,Mir466f-2
ENSMUSG00000076959,Mir669l
ENSMUSG00000080504,Mir669d-2
ENSMUSG00000077981,Mir466f-3
ENSMUSG00000076983,Mir297a-2
ENSMUSG00000078026,Mir466o
ENSMUSG00002075960,Gm55690
ENSMUSG00000096255,Dynlt1b
ENSMUSG00000042133,Ppig
ENSMUSG00000108375,Gm45003
ENSMUSG00000005982,Naa60
ENSMUSG00000102384,Gm38143
ENSMUSG00000111074,Gm36435
ENSMUSG00000119090,Gm26272
ENSMUSG00000108725,Gm45004
ENSMUSG00000031928,Mre11a
ENSMUSG00000035521,Gnptg
ENSMUSG00002075038,Gm55597
ENSMUSG00000074358,Ccdc61
ENSMUSG00000114891,Gm47272
ENSMUSG00000022101,Fgf17
ENSMUSG00000114756,Gm47273
ENSMUSG00000048218,Amigo2
ENSMUSG00002075248,Gm54943
ENSMUSG00000024565,Sall3
ENSMUSG00000044250,Pced1b
ENSMUSG00000098720,Gm27239
ENSMUSG00000118235,Gm7503
ENSMUSG00000089257,Gm25718
ENSMUSG00000118268,Gm50424
ENSMUSG00000118262,Gm50423
ENSMUSG00000047911,Npm2
ENSMUSG00000097181,4930594M17Rik
ENSMUSG00000116291,Gm4383
ENSMUSG00000117717,Gm30192
ENSMUSG00000116131,Gm49506
ENSMUSG00000118227,Gm30288
ENSMUSG00000022466,Rpap3
ENSMUSG00000118300,Gm50412
ENSMUSG00000117870,Gm41792
ENSMUSG00000118172,Gm50414
ENSMUSG00000118363,Gm50290
ENSMUSG00000015126,Tsr3
ENSMUSG00000118073,Gm50291
ENSMUSG00000118254,Gm46614
ENSMUSG00000117892,Gm30454
ENSMUSG00000025192,Entpd7
ENSMUSG00000117817,Gm50292
ENSMUSG00000001674,Ddx18
ENSMUSG00000117923,Gm30593
ENSMUSG00000077599,Gm26012
ENSMUSG00000093036,Mir5127
ENSMUSG00000118278,Gm50293
ENSMUSG00000117913,Gm50294
ENSMUSG00000117663,Gm50297
ENSMUSG00000118279,Gm50298
ENSMUSG00000118057,B020010K11Rik
ENSMUSG00000116016,Gm49496
ENSMUSG00000116560,Gm2808
ENSMUSG00000085634,Gm15290
ENSMUSG00000058625,Gm17383
ENSMUSG00000021485,Mxd3
ENSMUSG00002075868,Gm54948
ENSMUSG00000116868,Gm29721
ENSMUSG00000024553,Galr1
ENSMUSG00000000579,Dynlt1c
ENSMUSG00000118256,Gm50303
ENSMUSG00000036339,Tmem260
ENSMUSG00000022468,Endou
ENSMUSG00000041607,Mbp
ENSMUSG00000031400,G6pdx
ENSMUSG00000093880,Tmem181c-ps
ENSMUSG00000030830,Itgal
ENSMUSG00000095677,Dynlt1f
ENSMUSG00000021484,Lman2
ENSMUSG00000103100,Gm37664
ENSMUSG00000041831,Sytl3
ENSMUSG00000064970,Gm23690
ENSMUSG00000102006,Gm28591
ENSMUSG00000102488,Gm37920
ENSMUSG00000083584,Gm15394
ENSMUSG00000100913,Gm8392
ENSMUSG00002076253,Gm55335
ENSMUSG00000099960,Gm28590
ENSMUSG00000089274,Gm24547
ENSMUSG00000103263,Gm36982
ENSMUSG00000024665,Fads2
ENSMUSG00000089190,Gm25771
ENSMUSG00000099451,Gm29192
ENSMUSG00000104180,Gm37970
ENSMUSG00000100762,Gm8403
ENSMUSG00000054889,Dsp
ENSMUSG00000026222,Sp100
ENSMUSG00000079536,Ctag2l1
ENSMUSG00000082707,Gm6881
ENSMUSG00000037386,Rims2
ENSMUSG00000083283,Gm15361
ENSMUSG00000083768,Gm15362
ENSMUSG00000082447,Gm15364
ENSMUSG00000065291,Gm26125
ENSMUSG00000093575,Gm20695
ENSMUSG00000031433,Rbm41
ENSMUSG00000005983,1700037C18Rik
ENSMUSG00000117700,Gm50359
ENSMUSG00000040018,Cox15
ENSMUSG00000052087,Rgs14
ENSMUSG00000014232,Cluap1
ENSMUSG00000009376,Met
ENSMUSG00000081544,Gm13077
ENSMUSG00000028940,Hes2
ENSMUSG00000111817,Gm47154
ENSMUSG00000059658,Mif-ps6
ENSMUSG00000090023,Gm16302
ENSMUSG00000061298,Agbl4
ENSMUSG00000062270,Morf4l1
ENSMUSG00000010663,Fads1
ENSMUSG00000021196,Pfkp
ENSMUSG00002075557,Gm54857
ENSMUSG00000021108,Prkch
ENSMUSG00000019893,Ros1
ENSMUSG00000087266,Gm15991
ENSMUSG00000077545,Gm22018
ENSMUSG00000053886,Sh2d4a
ENSMUSG00000077049,Mir467c
ENSMUSG00000119771,Mir466b-1
ENSMUSG00000076028,Mir669a-3
ENSMUSG00000119803,Mir669k
ENSMUSG00000103481,1700016D08Rik
ENSMUSG00002075143,Gm55694
ENSMUSG00000119247,Mir467a-1
ENSMUSG00000095269,Mir466b-8
ENSMUSG00000119292,Mir669a-1
ENSMUSG00000083579,Gm15538
ENSMUSG00000080459,Mir669g
ENSMUSG00000082345,Gm13622
ENSMUSG00002076944,Gm55695
ENSMUSG00002075532,Gm54894
ENSMUSG00000119793,Mir669j
ENSMUSG00000119385,Mir467a-2
ENSMUSG00000081809,Gm15539
ENSMUSG00000119608,Mir466e
ENSMUSG00000119626,Mir669a-4
ENSMUSG00002075541,Gm55696
ENSMUSG00002076617,Gm55697
ENSMUSG00000085048,Gm15537
ENSMUSG00000119508,Mir467b
ENSMUSG00000119566,Mir466c-1
ENSMUSG00000119137,Mir669a-5
ENSMUSG00002076075,Gm55698
ENSMUSG00002076869,Gm55699
